onset	offset	word	file	interval_no	tag1	tagger
0.039999999	0.094999999	The	elephants_22_1	1	[0.022463]	0
0.094999999	0.52999997	baby	elephants_22_1	2	[0.022463, 1.3, 0.207986]	1
0.52999997	0.97000003	elephant	elephants_22_1	3	[0.223428, 0.147269, 0.083275]	0
0.97000003	1.09	is	elephants_22_1	4	[0.230956]	0
1.09	1.46	born	elephants_22_1	5	[0.462032]	1
1.46	1.595	in	elephants_22_1	6	[0.097471]	0
1.595	1.67	the	elephants_22_1	7	[0.279515]	0
1.67	2.165	night	elephants_22_1	8	[0.537453]	1
2.165	0	0	elephants_22_1	9		0
0	0.050000001	0	elephants_22_3	0		0
0.050000001	0.145	The	elephants_22_3	1	[0.013285]	0
0.145	0.54000002	sun	elephants_22_3	2	[0.013285, 0.8703350000000001]	1
0.54000002	1.175	rises	elephants_22_3	3	[0.744835, 0.241754]	1
1.175	0	0	elephants_22_3	4		0
0	0	0	elephants_22_3	5		0
0	1.5549999	0	elephants_22_3	6		0
1.5549999	1.67	and	elephants_22_3	7	[0.11378900000000003]	0
1.67	1.74	he	elephants_22_3	8	[0.263697]	1
1.74	2.165	blinks	elephants_22_3	9	[0.263697, 0.177848]	1
2.165	2.3	his	elephants_22_3	10	[0.090337]	0
2.3	2.76	eyes	elephants_22_3	11	[0.927671]	1
2.76	0	0	elephants_22_3	12		0
0	0	0	elephants_23_1	0		0
0	0.075000003	0	elephants_23_1	1		0
0.075000003	0.2	The	elephants_23_1	2	[0.309421]	0
0.2	0.43000001	other	elephants_23_1	3	[0.846659, 0.79209]	1
0.43000001	0.47499999	0	elephants_23_1	4		0
0.47499999	0.98000002	elephants	elephants_23_1	5	[0.584288, 0.125852, 0.144964]	0
0.98000002	1.285	gather	elephants_23_1	6	[0.780659, 0.08993200000000001, 0.05730800000000001]	1
1.285	1.9299999	around	elephants_23_1	7	[0.08993200000000001, 0.05730800000000001, 0.980155]	1
1.9299999	0	0	elephants_23_1	8		0
0	0	0	elephants_23_1	9		0
0	2.405	0	elephants_23_1	10		0
2.405	2.49	to	elephants_23_1	11	[0.066152]	0
2.49	2.7349999	meet	elephants_23_1	12	[0.066152, 0.438943]	1
2.7349999	2.8050001	the	elephants_23_1	13	[0.261639]	0
2.8050001	3.145	new	elephants_23_1	14	[0.320876]	0
3.145	3.595	baby	elephants_23_1	15	[0.449137, 0.212415, 0.012352]	1
3.595	3.6700001	of	elephants_23_1	16	[0.012352]	0
3.6700001	3.76	the	elephants_23_1	17	[0.01712]	0
3.76	4.3400002	family	elephants_23_1	18	[0.01712, 0.335321, 0.018358000000000003, 0.22842]	1
4.3400002	0	0	elephants_23_1	19		0
0	0.015	0	elephants_24_1	0		0
0.015	0.47999999	Elephant	elephants_24_1	1	[0.43241, 0.18641, 0.121846]	1
0.47999999	1.12	facts	elephants_24_1	2	[1.093847]	1
1.12	0	0	elephants_24_1	3		0
0	0.015	0	elephants_24_3	0		0
0.015	0.52999997	Elephants	elephants_24_3	1	[1.148126, 0.039685000000000005, 0.07516]	1
0.52999997	0.57499999	0	elephants_24_3	2		0
0.57499999	0.60000002	are	elephants_24_3	3	[0.055836]	0
0.60000002	0.70999998	the	elephants_24_3	4	[0.055836, 0.064186]	0
0.70999998	1.34	largest	elephants_24_3	5	[0.064186, 1.089598, 0.20288]	1
1.34	1.59	land	elephants_24_3	6	[0.8304860000000001]	1
1.59	2.01	animals	elephants_24_3	7	[0.410347, 0.057011]	0
2.01	2.0250001	0	elephants_24_3	8		0
2.0250001	2.145	in	elephants_24_3	9	[0.063122]	0
2.145	2.1849999	the	elephants_24_3	10	[0.14841400000000002]	1
2.1849999	2.625	world	elephants_24_3	11	[0.14841400000000002, 0.11007]	1
2.625	0	0	elephants_24_3	12		0
0	0	0	elephants_24_3	13		0
0	3	0	elephants_24_3	14		0
3	3.1300001	and	elephants_24_3	15	[0.114525]	0
3.1300001	3.6500001	usually	elephants_24_3	16	[0.62632, 0.047558, 0.023261, 0.437918]	1
3.6500001	3.8800001	live	elephants_24_3	17	[0.55362]	1
3.8800001	3.905	0	elephants_24_3	18		0
3.905	4.2249999	between	elephants_24_3	19	[0.024391, 0.092024]	0
4.2249999	4.7449999	fifty	elephants_24_3	20	[0.5112680000000001, 0.385723]	1
4.7449999	4.8200002	0	elephants_24_3	21		0
4.8200002	4.9349999	to	elephants_24_3	22	[0.045207]	0
4.9349999	5.5300002	seventy	elephants_24_3	23	[0.045207, 0.196881, 0.37914]	1
5.5300002	5.9099998	years	elephants_24_3	24	[0.378325]	1
5.9099998	0	0	elephants_24_3	25		0
0	0	0	elephants_24_5	0		0
0	0.1	0	elephants_24_5	1		0
0.1	0.29499999	There	elephants_24_5	2	[1.229802, 0.065453]	1
0.29499999	0.31	are	elephants_24_5	3	[0.065453]	0
0.31	0.77999997	about	elephants_24_5	4	[0.065453, 0.398212, 0.796905]	1
0.77999997	1.01	ten	elephants_24_5	5	[0.39118]	0
1.01	1.385	times	elephants_24_5	6	[0.729139]	1
1.385	1.4	0	elephants_24_5	7		0
1.4	1.51	as	elephants_24_5	8	[0.028151]	0
1.51	1.83	many	elephants_24_5	9	[0.8930110000000001, 0.212692]	1
1.83	1.875	0	elephants_24_5	10		0
1.875	2.3	African	elephants_24_5	11	[1.2076049999999998, 0.036946, 0.048553]	1
2.3	2.875	elephants	elephants_24_5	12	[0.242958, 0.047003, 0.12472]	1
2.875	2.9549999	0	elephants_24_5	13		0
2.9549999	3.0650001	as	elephants_24_5	14	[0.057293]	0
3.0650001	3.3800001	Asian	elephants_24_5	15	[1.278394, 0.027219]	1
3.3800001	3.9349999	elephants	elephants_24_5	16	[0.027219, 0.14643699999999998, 0.037989]	1
3.9349999	3.95	0	elephants_24_5	17		0
3.95	4.0549998	in	elephants_24_5	18	[0.042459]	0
4.0549998	4.0949998	the	elephants_24_5	19	[0.039578]	0
4.0949998	4.5650001	world	elephants_24_5	20	[0.039578, 0.135977]	1
4.5650001	0	0	elephants_24_5	21		0
0	0.015	0	elephants_24_7	0		0
0.015	0.54000002	Elephants	elephants_24_7	1	[1.3, 0.044914, 0.07975800000000001]	1
0.54000002	0.75999999	use	elephants_24_7	2	[0.136207]	0
0.75999999	0.91500002	their	elephants_24_7	3	[0.7601100000000001]	1
0.91500002	1.52	tusks	elephants_24_7	4	[0.185912]	0
1.52	1.6799999	to	elephants_24_7	5	[0.264363]	0
1.6799999	1.925	dig	elephants_24_7	6	[0.264363, 0.483838]	1
1.925	1.9400001	0	elephants_24_7	7		0
1.9400001	2.075	for	elephants_24_7	8	[0.187802]	0
2.075	2.48	food	elephants_24_7	9	[0.432768]	1
2.48	2.5250001	0	elephants_24_7	10		0
2.5250001	2.615	and	elephants_24_7	11	[0.021996]	0
2.615	3.05	fight	elephants_24_7	12	[0.85462]	1
3.05	0	0	elephants_24_7	13		0
0	0.035	0	goldilocksandthethreebears_02_1	0		0
0.035	0.33000001	Once	goldilocksandthethreebears_02_1	1	[0.913572]	1
0.33000001	0.54500002	upon	goldilocksandthethreebears_02_1	2	[0.226773, 0.514162]	1
0.54500002	0.60000002	a	goldilocksandthethreebears_02_1	3	[0.177145]	0
0.60000002	1.025	time	goldilocksandthethreebears_02_1	4	[1.089115]	1
1.025	0	0	goldilocksandthethreebears_02_1	5		0
0	0	0	goldilocksandthethreebears_02_1	6		0
0	1.38	0	goldilocksandthethreebears_02_1	7		0
1.38	1.465	there	goldilocksandthethreebears_02_1	8	[0.312731]	1
1.465	1.625	was	goldilocksandthethreebears_02_1	9	[0.079439]	0
1.625	1.6849999	a	goldilocksandthethreebears_02_1	10	[0.129577]	0
1.6849999	2	little	goldilocksandthethreebears_02_1	11	[0.520712]	1
2	2.395	girl	goldilocksandthethreebears_02_1	12	[0.565371]	1
2.395	2.4949999	0	goldilocksandthethreebears_02_1	13		0
2.4949999	2.71	called	goldilocksandthethreebears_02_1	14	[0.389875]	1
2.71	3.5350001	Goldilocks	goldilocksandthethreebears_02_1	15	[0.235347, 0.253548, 0.175926]	1
3.5350001	0	0	goldilocksandthethreebears_02_1	16		0
0	0.029999999	0	goldilocksandthethreebears_02_3	0		0
0.029999999	0.20999999	She	goldilocksandthethreebears_02_3	1	[0.155042]	1
0.20999999	0.43000001	had	goldilocksandthethreebears_02_3	2	[0.081012]	0
0.43000001	0.99000001	lovely	goldilocksandthethreebears_02_3	3	[1.290166, 0.228106]	1
0.99000001	1.465	golden	goldilocksandthethreebears_02_3	4	[0.128361]	0
1.465	1.89	hair	goldilocksandthethreebears_02_3	5	[0.322531]	1
1.89	0	0	goldilocksandthethreebears_02_3	6		0
0	0	0	goldilocksandthethreebears_02_3	7		0
0	2.3399999	0	goldilocksandthethreebears_02_3	8		0
2.3399999	2.52	and	goldilocksandthethreebears_02_3	9	[0.085026]	0
2.52	2.9400001	looked	goldilocksandthethreebears_02_3	10	[0.5817439999999999]	1
2.9400001	3.0350001	0	goldilocksandthethreebears_02_3	11		0
3.0350001	3.2049999	as	goldilocksandthethreebears_02_3	12	[0.110668]	0
3.2049999	3.385	0	goldilocksandthethreebears_02_3	13		0
3.385	3.5650001	good	goldilocksandthethreebears_02_3	14	[0.592226]	1
3.5650001	3.73	as	goldilocksandthethreebears_02_3	15	[0.135701]	0
3.73	4.1999998	gold	goldilocksandthethreebears_02_3	16	[0.216443]	1
4.1999998	0	0	goldilocksandthethreebears_02_3	17		0
0	0.025	0	goldilocksandthethreebears_03_1	0		0
0.025	0.175	But	goldilocksandthethreebears_03_1	1	[0.6541640000000001]	1
0.175	0.79500002	Goldilocks	goldilocksandthethreebears_03_1	2	[0.433547, 0.142293, 0.998504]	1
0.79500002	1.245	wasn't	goldilocksandthethreebears_03_1	3	[0.505522]	1
1.245	1.255	0	goldilocksandthethreebears_03_1	4		0
1.255	1.54	good	goldilocksandthethreebears_03_1	5	[0.519027]	1
1.54	0	0	goldilocksandthethreebears_03_1	6		0
0	0.02	0	goldilocksandthethreebears_03_5	0		0
0.02	0.30500001	She	goldilocksandthethreebears_03_5	1	[1.117615]	1
0.30500001	0.53500003	was	goldilocksandthethreebears_03_5	2	[0.050467000000000005]	0
0.53500003	0.60000002	0	goldilocksandthethreebears_03_5	3		0
0.60000002	1.28	naughty	goldilocksandthethreebears_03_5	4	[1.148903, 0.522204]	1
1.28	0	0	goldilocksandthethreebears_03_5	5		0
0	0.025	0	goldilocksandthethreebears_03_7	0		0
0.025	0.235	She	goldilocksandthethreebears_03_7	1	[0.083912]	0
0.235	0.66500002	liked	goldilocksandthethreebears_03_7	2	[1.155523]	1
0.66500002	0.83999997	to	goldilocksandthethreebears_03_7	3	[0.054629]	0
0.83999997	1.0549999	do	goldilocksandthethreebears_03_7	4	[0.054629, 0.446924]	0
1.0549999	1.635	something	goldilocksandthethreebears_03_7	5	[0.946192, 0.130234]	1
1.635	2.155	naughty	goldilocksandthethreebears_03_7	6	[0.287371, 0.250645]	1
2.155	2.365	0	goldilocksandthethreebears_03_7	7		0
2.365	2.6949999	every	goldilocksandthethreebears_03_7	8	[0.594561, 0.177234]	1
2.6949999	3.0999999	day	goldilocksandthethreebears_03_7	9	[0.405419]	1
3.0999999	0	0	goldilocksandthethreebears_03_7	10		0
0	0.050000001	0	goldilocksandthethreebears_05_1	0		0
0.050000001	0.19499999	And	goldilocksandthethreebears_05_1	1	[0.249909]	0
0.19499999	0.43000001	gave	goldilocksandthethreebears_05_1	2	[1.095508]	1
0.43000001	0.52999997	her	goldilocksandthethreebears_05_1	3	[0.13253800000000002]	0
0.52999997	0.79500002	little	goldilocksandthethreebears_05_1	4	[0.202687]	0
0.79500002	1.22	brother	goldilocksandthethreebears_05_1	5	[0.581445, 0.158366]	1
1.22	0	0	goldilocksandthethreebears_05_1	6		0
0	0	0	goldilocksandthethreebears_05_1	7		0
0	1.335	0	goldilocksandthethreebears_05_1	8		0
1.335	1.395	a	goldilocksandthethreebears_05_1	9	[0.845758]	1
1.395	1.985	haircut	goldilocksandthethreebears_05_1	10	[0.770738, 0.302416]	1
1.985	0	0	goldilocksandthethreebears_05_1	11		0
0	0.035	0	goldilocksandthethreebears_05_15	0		0
0.035	0.44999999	That	goldilocksandthethreebears_05_15	1	[1.141315]	1
0.44999999	0.47499999	0	goldilocksandthethreebears_05_15	2		0
0.47499999	0.685	made	goldilocksandthethreebears_05_15	3	[0.706833]	1
0.685	0.69499999	0	goldilocksandthethreebears_05_15	4		0
0.69499999	1.335	Goldilocks	goldilocksandthethreebears_05_15	5	[0.135325, 0.022998, 0.26361]	1
1.335	1.365	0	goldilocksandthethreebears_05_15	6		0
1.365	1.6	want	goldilocksandthethreebears_05_15	7	[0.288865]	1
1.6	1.655	to	goldilocksandthethreebears_05_15	8	[0.043502]	0
1.655	1.885	go	goldilocksandthethreebears_05_15	9	[0.595534]	1
1.885	2.105	there	goldilocksandthethreebears_05_15	10	[0.290591]	0
2.105	2.22	0	goldilocksandthethreebears_05_15	11		0
2.22	2.5550001	even	goldilocksandthethreebears_05_15	12	[0.8298979999999999]	1
2.5550001	3.02	more	goldilocksandthethreebears_05_15	13	[0.892408]	1
3.02	0	0	goldilocksandthethreebears_05_15	14		0
0	0.050000001	0	goldilocksandthethreebears_05_7	0		0
0.050000001	0.44	Then	goldilocksandthethreebears_05_7	1	[1.261558]	1
0.44	0.47499999	0	goldilocksandthethreebears_05_7	2		0
0.47499999	0.73000002	she	goldilocksandthethreebears_05_7	3	[0.21170500000000006]	0
0.73000002	1.17	remembered	goldilocksandthethreebears_05_7	4	[0.028837, 1.0840299999999998, 0.107812]	1
1.17	1.23	0	goldilocksandthethreebears_05_7	5		0
1.23	1.28	the	goldilocksandthethreebears_05_7	6	[0.29033600000000004]	1
1.28	1.785	woods	goldilocksandthethreebears_05_7	7	[0.29033600000000004, 0.234414]	1
1.785	0	0	goldilocksandthethreebears_05_7	8		0
0	0.02	0	goldilocksandthethreebears_06_1	0		0
0.02	0.63	Goldilocks	goldilocksandthethreebears_06_1	1	[0.210769, 0.07675599999999999, 0.5596810000000001]	1
0.63	1.05	waited	goldilocksandthethreebears_06_1	2	[0.772346, 0.192287]	1
1.05	1.15	0	goldilocksandthethreebears_06_1	3		0
1.15	1.485	until	goldilocksandthethreebears_06_1	4	[0.12933, 0.05069]	0
1.485	1.735	no	goldilocksandthethreebears_06_1	5	[0.7315470000000001]	1
1.735	1.92	one	goldilocksandthethreebears_06_1	6	[0.544733]	0
1.92	2.105	was	goldilocksandthethreebears_06_1	7	[0.045471]	0
2.105	2.1199999	0	goldilocksandthethreebears_06_1	8		0
2.1199999	2.5599999	watching	goldilocksandthethreebears_06_1	9	[0.271417, 0.406368]	1
2.5599999	0	0	goldilocksandthethreebears_06_1	10		0
0	0	0	goldilocksandthethreebears_06_1	11		0
0	3.3050001	0	goldilocksandthethreebears_06_1	12		0
3.3050001	3.4749999	and	goldilocksandthethreebears_06_1	13	[0.459954]	1
3.4749999	3.9300001	crept	goldilocksandthethreebears_06_1	14	[0.777332]	1
3.9300001	4.2800002	out	goldilocksandthethreebears_06_1	15	[0.855726]	1
4.2800002	4.5500002	0	goldilocksandthethreebears_06_1	16		0
4.5500002	4.8000002	through	goldilocksandthethreebears_06_1	17	[0.459192]	1
4.8000002	4.895	the	goldilocksandthethreebears_06_1	18	[0.022229]	0
4.895	5.1599998	back	goldilocksandthethreebears_06_1	19	[0.022229, 1.010652]	1
5.1599998	5.23	0	goldilocksandthethreebears_06_1	20		0
5.23	5.5650001	door	goldilocksandthethreebears_06_1	21	[0.408919]	0
5.5650001	0	0	goldilocksandthethreebears_06_1	22		0
0	0.029999999	0	goldilocksandthethreebears_07_5	0		0
0.029999999	0.685	Goldilocks	goldilocksandthethreebears_07_5	1	[0.232315, 0.097744, 0.209415]	1
0.685	0.89499998	0	goldilocksandthethreebears_07_5	2		0
0.89499998	1.275	skipped	goldilocksandthethreebears_07_5	3	[0.651525]	1
1.275	1.59	around	goldilocksandthethreebears_07_5	4	[0.482901, 0.6185]	1
1.59	1.63	a	goldilocksandthethreebears_07_5	5	[0.17078]	0
1.63	2.1600001	corner	goldilocksandthethreebears_07_5	6	[1.010887, 0.491247]	1
2.1600001	0	0	goldilocksandthethreebears_07_5	7		0
0	2.3150001	0	goldilocksandthethreebears_07_5	8		0
2.3150001	2.5250001	and	goldilocksandthethreebears_07_5	9	[0.968544]	1
2.5250001	3.1600001	saw	goldilocksandthethreebears_07_5	10	[1.522015]	1
3.1600001	0	0	goldilocksandthethreebears_07_5	11		0
0	0.050000001	0	goldilocksandthethreebears_08_1	0		0
0.050000001	0.105	a	goldilocksandthethreebears_08_1	1	[0.687183]	1
0.105	0.59500003	pretty	goldilocksandthethreebears_08_1	2	[0.28904, 0.518533]	1
0.59500003	0.89999998	little	goldilocksandthethreebears_08_1	3	[0.120694]	0
0.89999998	1.48	cottage	goldilocksandthethreebears_08_1	4	[0.924225, 0.30275]	1
1.48	0	0	goldilocksandthethreebears_08_1	5		0
0	0.02	0	goldilocksandthethreebears_08_5	0		0
0.02	0.60500002	Goldilocks	goldilocksandthethreebears_08_5	1	[0.355666, 0.19233, 0.6767310000000001]	1
0.60500002	0.63499999	0	goldilocksandthethreebears_08_5	2		0
0.63499999	0.96499997	knocked	goldilocksandthethreebears_08_5	3	[1.064303]	1
0.96499997	1.085	on	goldilocksandthethreebears_08_5	4	[0.079073]	0
1.085	1.16	the	goldilocksandthethreebears_08_5	5	[0.28786]	0
1.16	1.535	door	goldilocksandthethreebears_08_5	6	[0.28786, 0.9]	1
1.535	0	0	goldilocksandthethreebears_08_5	7		0
0	0.050000001	0	goldilocksandthethreebears_08_7	0		0
0.050000001	0.13	There	goldilocksandthethreebears_08_7	1	[0.446314]	1
0.13	0.31999999	was	goldilocksandthethreebears_08_7	2	[0.111265]	0
0.31999999	0.495	no	goldilocksandthethreebears_08_7	3	[0.9]	1
0.495	0.98500001	answer	goldilocksandthethreebears_08_7	4	[1.058818, 0.811377]	1
0.98500001	0	0	goldilocksandthethreebears_08_7	5		0
0	0.02	0	goldilocksandthethreebears_08_9	0		0
0.02	0.22	But	goldilocksandthethreebears_08_9	1	[0.4304310000000001]	0
0.22	0.34999999	there	goldilocksandthethreebears_08_9	2	[0.653749]	0
0.34999999	0.69999999	was	goldilocksandthethreebears_08_9	3	[0.8366540000000001]	1
0.69999999	0.75999999	a	goldilocksandthethreebears_08_9	4	[0.163101]	0
0.75999999	1.4	delicious	goldilocksandthethreebears_08_9	5	[0.257056, 0.845161, 0.120943]	1
1.4	1.925	smell	goldilocksandthethreebears_08_9	6	[0.774049]	1
1.925	1.96	0	goldilocksandthethreebears_08_9	7		0
1.96	2.3900001	coming	goldilocksandthethreebears_08_9	8	[0.540837, 0.184433]	1
2.3900001	2.575	from	goldilocksandthethreebears_08_9	9	[0.027782]	0
2.575	3.2149999	inside	goldilocksandthethreebears_08_9	10	[0.359472, 0.9462]	1
3.2149999	0	0	goldilocksandthethreebears_08_9	11		0
0	0.029999999	0	goldilocksandthethreebears_09_3	0		0
0.029999999	0.22499999	She	goldilocksandthethreebears_09_3	1	[0.262802]	0
0.22499999	0.64999998	followed	goldilocksandthethreebears_09_3	2	[0.751778, 0.14934]	1
0.64999998	0.68000001	0	goldilocksandthethreebears_09_3	3		0
0.68000001	0.76999998	the	goldilocksandthethreebears_09_3	4	[0.20760100000000006]	0
0.76999998	1.25	smell	goldilocksandthethreebears_09_3	5	[0.753402]	1
1.25	0	0	goldilocksandthethreebears_09_3	6		0
0	0	0	goldilocksandthethreebears_09_3	7		0
0	1.9450001	0	goldilocksandthethreebears_09_3	8		0
1.9450001	2.0799999	and	goldilocksandthethreebears_09_3	9	[0.48095]	1
2.0799999	2.345	saw	goldilocksandthethreebears_09_3	10	[0.466892]	1
2.345	2.74	three	goldilocksandthethreebears_09_3	11	[0.343256]	1
2.74	3.095	bowls	goldilocksandthethreebears_09_3	12	[0.035681]	0
3.095	3.2	of	goldilocksandthethreebears_09_3	13		0
3.2	3.645	porridge	goldilocksandthethreebears_09_3	14	[0.9, 0.237836]	1
3.645	3.6600001	0	goldilocksandthethreebears_09_3	15		0
3.6600001	3.8050001	on	goldilocksandthethreebears_09_3	16	[0.145071]	0
3.8050001	3.8699999	the	goldilocksandthethreebears_09_3	17	[0.023277000000000003]	0
3.8699999	4.3400002	table	goldilocksandthethreebears_09_3	18	[0.023277000000000003, 0.320006]	1
4.3400002	0	0	goldilocksandthethreebears_09_3	19		0
0	0.015	0	goldilocksandthethreebears_10_5	0		0
0.015	0.50999999	First	goldilocksandthethreebears_10_5	1	[0.949787]	1
0.50999999	0	0	goldilocksandthethreebears_10_5	2		0
0	0	0	goldilocksandthethreebears_10_5	3		0
0	0.86500001	0	goldilocksandthethreebears_10_5	4		0
0.86500001	1.4	Goldilocks	goldilocksandthethreebears_10_5	5	[0.243483, 0.06842100000000001, 0.27445]	1
1.4	1.72	tried	goldilocksandthethreebears_10_5	6	[0.401036]	1
1.72	1.76	0	goldilocksandthethreebears_10_5	7		0
1.76	1.83	the	goldilocksandthethreebears_10_5	8	[0.017599]	0
1.83	2.22	great	goldilocksandthethreebears_10_5	9	[0.017599, 0.253449]	1
2.22	2.24	0	goldilocksandthethreebears_10_5	10		0
2.24	2.53	big	goldilocksandthethreebears_10_5	11	[0.20205]	1
2.53	2.9549999	bowl	goldilocksandthethreebears_10_5	12	[0.021092]	0
2.9549999	0	0	goldilocksandthethreebears_10_5	13		0
0	0.029999999	0	goldilocksandthethreebears_11_1	0		0
0.029999999	0.58499998	Next	goldilocksandthethreebears_11_1	1	[1.251995]	1
0.58499998	0.83999997	0	goldilocksandthethreebears_11_1	2		0
0.83999997	1.035	she	goldilocksandthethreebears_11_1	3	[0.344241]	0
1.035	1.335	tried	goldilocksandthethreebears_11_1	4	[0.734701]	1
1.335	1.355	0	goldilocksandthethreebears_11_1	5		0
1.355	1.41	the	goldilocksandthethreebears_11_1	6	[0.051868]	0
1.41	2.125	middle-sized	goldilocksandthethreebears_11_1	7	[0.051868, 0.676987, 0.591061]	1
2.125	2.5	bowl	goldilocksandthethreebears_11_1	8	[0.046622]	0
2.5	0	0	goldilocksandthethreebears_11_1	9		0
0	0.02	0	goldilocksandthethreebears_11_5	0		0
0.02	0.405	Last	goldilocksandthethreebears_11_5	1	[0.811053]	1
0.405	0.505	of	goldilocksandthethreebears_11_5	2	[0.91332]	1
0.505	0.80000001	all	goldilocksandthethreebears_11_5	3	[0.240716]	0
0.80000001	0	0	goldilocksandthethreebears_11_5	4		0
0	0	0	goldilocksandthethreebears_11_5	5		0
0	1.26	0	goldilocksandthethreebears_11_5	6		0
1.26	1.845	Goldilocks	goldilocksandthethreebears_11_5	7	[0.046082, 0.26444, 0.415501]	0
1.845	1.865	0	goldilocksandthethreebears_11_5	8		0
1.865	2.135	tried	goldilocksandthethreebears_11_5	9	[0.863627]	1
2.135	2.175	0	goldilocksandthethreebears_11_5	10		0
2.175	2.2149999	the	goldilocksandthethreebears_11_5	11	[0.031889]	0
2.2149999	2.655	porridge	goldilocksandthethreebears_11_5	12	[0.031889, 0.110024, 0.273886]	1
2.655	2.6700001	0	goldilocksandthethreebears_11_5	13		0
2.6700001	2.76	in	goldilocksandthethreebears_11_5	14	[0.044923000000000005]	0
2.76	2.8299999	the	goldilocksandthethreebears_11_5	15	[0.281531]	0
2.8299999	3.2850001	tiny	goldilocksandthethreebears_11_5	16	[0.9, 0.220895]	1
3.2850001	3.6400001	bowl	goldilocksandthethreebears_11_5	17	[0.08242100000000001]	0
3.6400001	0	0	goldilocksandthethreebears_11_5	18		0
0	0.025	0	goldilocksandthethreebears_11_9	0		0
0.025	0.315	She	goldilocksandthethreebears_11_9	1	[0.358111]	0
0.315	0.39500001	0	goldilocksandthethreebears_11_9	2		0
0.39500001	0.67500001	ate	goldilocksandthethreebears_11_9	3	[0.9]	1
0.67500001	0.86000001	it	goldilocksandthethreebears_11_9	4	[0.17478]	0
0.86000001	1.12	0	goldilocksandthethreebears_11_9	5		0
1.12	1.55	all	goldilocksandthethreebears_11_9	6	[1.298814]	1
1.55	1.615	0	goldilocksandthethreebears_11_9	7		0
1.615	1.8150001	up	goldilocksandthethreebears_11_9	8	[0.5070600000000001]	1
1.8150001	0	0	goldilocksandthethreebears_11_9	9		0
0	0.015	0	goldilocksandthethreebears_12_1	0		0
0.015	0.44999999	Feeling	goldilocksandthethreebears_12_1	1	[1.3, 0.218484]	1
0.44999999	0.83999997	full	goldilocksandthethreebears_12_1	2	[0.063283]	0
0.83999997	0	0	goldilocksandthethreebears_12_1	3		0
0	0	0	goldilocksandthethreebears_12_1	4		0
0	1.3049999	0	goldilocksandthethreebears_12_1	5		0
1.3049999	1.875	Goldilocks	goldilocksandthethreebears_12_1	6	[0.077674, 0.4194020000000001, 0.27915]	1
1.875	2.1500001	looked	goldilocksandthethreebears_12_1	7	[0.177057]	0
2.1500001	2.2850001	for	goldilocksandthethreebears_12_1	8	[0.402355]	1
2.2850001	2.665	somewhere	goldilocksandthethreebears_12_1	9	[0.13079000000000002, 0.4679]	1
2.665	2.8199999	to	goldilocksandthethreebears_12_1	10	[0.128604]	0
2.8199999	3.2149999	sit	goldilocksandthethreebears_12_1	11	[0.682912]	1
3.2149999	0	0	goldilocksandthethreebears_12_1	12		0
0	0.015	0	goldilocksandthethreebears_12_3	0		0
0.015	0.57999998	First	goldilocksandthethreebears_12_3	1	[1.11671]	1
0.57999998	0	0	goldilocksandthethreebears_12_3	2		0
0	0.88499999	0	goldilocksandthethreebears_12_3	3		0
0.88499999	1.04	she	goldilocksandthethreebears_12_3	4	[0.121926]	0
1.04	1.325	tried	goldilocksandthethreebears_12_3	5	[0.672191]	1
1.325	1.355	0	goldilocksandthethreebears_12_3	6		0
1.355	1.42	the	goldilocksandthethreebears_12_3	7	[0.056707000000000014]	0
1.42	1.8	great	goldilocksandthethreebears_12_3	8	[0.056707000000000014, 0.647868]	1
1.8	1.845	0	goldilocksandthethreebears_12_3	9		0
1.845	2.0699999	big	goldilocksandthethreebears_12_3	10	[0.452201]	0
2.0699999	2.1300001	0	goldilocksandthethreebears_12_3	11		0
2.1300001	2.5050001	chair	goldilocksandthethreebears_12_3	12	[0.5228079999999999]	1
2.5050001	0	0	goldilocksandthethreebears_12_3	13		0
0	0.015	0	goldilocksandthethreebears_12_7	0		0
